[1] "not converged = 1628"
[1] "total params = 3976"
[1] "which not converged: "
                Rhat
use[5,42]   1.100737
mu[2,81]    1.105429
mu[2,51]    1.105532
use[6,99]   1.106118
mu[8,71]    1.107823
mu[2,95]    1.109061
mu[2,105]   1.109539
mu[8,112]   1.110461
mu[2,37]    1.110495
mu[2,12]    1.110579
mu[2,76]    1.110675
mu[5,20]    1.110733
mu[9,87]    1.111150
mu[5,102]   1.111161
mu[2,48]    1.111207
mu[5,75]    1.111677
mu[5,39]    1.112001
mu[9,93]    1.112121
mu[5,97]    1.112290
mu[5,58]    1.112295
mu[2,54]    1.112553
mu[5,12]    1.112671
mu[8,62]    1.112714
mu[9,39]    1.112738
mu[9,24]    1.112789
mu[8,108]   1.112806
mu[9,19]    1.113038
mu[8,102]   1.113125
mu[5,67]    1.113175
mu[8,106]   1.113300
mu[8,94]    1.113587
mu[9,51]    1.113644
mu[5,17]    1.113759
mu[8,16]    1.113960
mu[8,41]    1.113991
mu[9,54]    1.114044
mu[9,98]    1.114077
mu[2,75]    1.114102
mu[2,123]   1.114276
mu[2,56]    1.114350
mu[2,120]   1.114412
mu[9,68]    1.114481
mu[8,122]   1.114589
mu[8,55]    1.114651
mu[9,124]   1.114684
mu[8,44]    1.114782
mu[9,69]    1.114856
mu[5,108]   1.114979
mu[5,18]    1.115112
mu[2,119]   1.115175
mu[9,40]    1.115192
mu[5,80]    1.115214
mu[8,69]    1.115235
mu[5,15]    1.115276
mu[5,24]    1.115324
mu[8,22]    1.115350
mu[2,102]   1.115397
mu[2,77]    1.115398
mu[9,119]   1.115472
mu[9,20]    1.115559
mu[5,113]   1.115581
mu[9,79]    1.115610
mu[5,23]    1.115620
mu[2,98]    1.115646
mu[9,71]    1.115763
mu[8,96]    1.115806
mu[5,8]     1.115920
mu[5,63]    1.115947
mu[8,72]    1.115968
mu[5,96]    1.115971
mu[8,25]    1.115988
mu[9,82]    1.116064
mu[9,92]    1.116074
mu[5,1]     1.116117
mu[5,59]    1.116195
mu[5,29]    1.116238
mu[2,3]     1.116265
mu[5,124]   1.116284
mu[8,95]    1.116315
mu[2,4]     1.116323
mu[8,87]    1.116345
mu[8,51]    1.116367
mu[9,108]   1.116462
mu[8,50]    1.116519
mu[2,2]     1.116551
mu[2,38]    1.116565
mu[9,26]    1.116590
mu[2,97]    1.116591
mu[2,7]     1.116608
mu[5,115]   1.116633
mu[9,94]    1.116645
mu[2,90]    1.116662
mu[9,37]    1.116705
mu[8,5]     1.116761
mu[9,30]    1.116788
mu[2,63]    1.116792
mu[8,107]   1.116798
mu[9,62]    1.116848
mu[8,114]   1.116880
mu[9,25]    1.116884
mu[9,99]    1.116910
mu[2,70]    1.116927
mu[5,45]    1.116949
mu[5,91]    1.117026
mu[2,43]    1.117058
mu[9,67]    1.117090
mu[5,54]    1.117105
mu[2,79]    1.117198
mu[8,30]    1.117205
mu[2,17]    1.117241
mu[5,68]    1.117289
mu[8,52]    1.117294
mu[8,46]    1.117330
mu[8,92]    1.117332
mu[2,61]    1.117421
mu[9,114]   1.117435
mu[9,118]   1.117466
mu[5,86]    1.117570
mu[5,65]    1.117579
mu[5,88]    1.117596
mu[8,81]    1.117619
mu[2,32]    1.117628
mu[9,66]    1.117630
mu[9,8]     1.117636
mu[8,45]    1.117654
mu[2,1]     1.117670
mu[2,10]    1.117681
mu[2,71]    1.117733
mu[9,15]    1.117741
mu[8,118]   1.117757
mu[2,87]    1.117820
mu[5,4]     1.117865
mu[2,25]    1.117914
mu[9,21]    1.117946
mu[8,38]    1.117954
mu[8,34]    1.117973
mu[2,40]    1.117993
mu[2,80]    1.118003
mu[8,117]   1.118010
mu[2,104]   1.118012
mu[8,124]   1.118025
mu[5,89]    1.118117
mu[9,45]    1.118130
mu[9,36]    1.118150
mu[5,55]    1.118232
mu[5,56]    1.118236
mu[8,6]     1.118271
mu[9,9]     1.118275
mu[2,103]   1.118332
mu[9,47]    1.118334
mu[8,88]    1.118379
mu[5,25]    1.118382
mu[5,74]    1.118430
mu[5,101]   1.118446
mu[9,86]    1.118464
mu[2,62]    1.118476
mu[5,22]    1.118481
mu[8,83]    1.118504
mu[9,73]    1.118514
mu[8,73]    1.118530
mu[2,85]    1.118548
mu[2,13]    1.118564
mu[9,13]    1.118574
mu[2,44]    1.118603
mu[8,123]   1.118662
mu[2,50]    1.118669
mu[2,73]    1.118675
mu[5,3]     1.118687
mu[9,12]    1.118890
mu[2,11]    1.118937
mu[5,11]    1.118939
mu[9,55]    1.119051
mu[5,79]    1.119061
mu[5,90]    1.119068
mu[5,51]    1.119073
mu[5,13]    1.119090
mu[9,2]     1.119130
mu[5,120]   1.119151
mu[2,74]    1.119214
mu[9,10]    1.119232
mu[8,67]    1.119255
mu[5,84]    1.119264
mu[2,112]   1.119275
mu[5,106]   1.119299
mu[8,103]   1.119307
mu[2,36]    1.119335
mu[8,3]     1.119338
mu[8,26]    1.119349
mu[8,57]    1.119351
mu[5,76]    1.119366
mu[2,115]   1.119382
mu[5,92]    1.119422
mu[9,77]    1.119469
mu[5,78]    1.119480
mu[2,59]    1.119495
mu[5,46]    1.119506
mu[9,6]     1.119536
mu[9,35]    1.119577
mu[5,64]    1.119599
mu[2,26]    1.119601
mu[5,95]    1.119604
mu[9,4]     1.119624
mu[5,109]   1.119688
mu[8,76]    1.119696
mu[5,69]    1.119723
mu[2,67]    1.119818
mu[8,97]    1.119858
mu[2,110]   1.119931
mu[8,70]    1.119934
mu[9,3]     1.119941
mu[5,32]    1.119963
mu[2,18]    1.120035
mu[2,88]    1.120075
mu[9,76]    1.120078
mu[9,41]    1.120091
mu[5,62]    1.120094
mu[9,72]    1.120108
mu[8,24]    1.120126
mu[5,30]    1.120134
mu[9,107]   1.120140
mu[2,31]    1.120171
mu[8,99]    1.120195
mu[8,13]    1.120228
mu[9,60]    1.120270
mu[8,8]     1.120337
mu[9,102]   1.120386
mu[8,79]    1.120395
mu[8,4]     1.120398
mu[8,78]    1.120402
mu[5,103]   1.120450
mu[9,63]    1.120523
mu[8,15]    1.120572
mu[9,70]    1.120622
mu[2,33]    1.120652
mu[2,78]    1.120671
mu[5,83]    1.120692
mu[5,72]    1.120697
mu[9,89]    1.120700
mu[5,16]    1.120742
mu[5,71]    1.120779
mu[5,21]    1.120784
mu[9,111]   1.120847
mu[5,2]     1.120871
mu[9,121]   1.120917
mu[9,116]   1.120934
mu[9,17]    1.120962
mu[8,115]   1.120963
mu[9,7]     1.120980
mu[2,34]    1.121001
mu[9,46]    1.121008
mu[2,29]    1.121018
mu[8,86]    1.121051
mu[8,32]    1.121077
mu[5,48]    1.121160
mu[5,123]   1.121211
mu[2,21]    1.121275
mu[2,60]    1.121392
mu[5,37]    1.121422
mu[8,27]    1.121425
mu[2,8]     1.121440
mu[9,95]    1.121467
mu[8,47]    1.121472
mu[9,43]    1.121478
mu[8,14]    1.121513
mu[8,120]   1.121520
mu[9,101]   1.121545
mu[2,64]    1.121594
mu[9,29]    1.121669
mu[2,82]    1.121691
mu[2,20]    1.121720
mu[9,84]    1.121724
mu[9,104]   1.121745
mu[9,97]    1.121746
mu[5,52]    1.121750
mu[2,19]    1.121752
mu[8,84]    1.121759
