[1] "not converged = 2019"
[1] "total params = 3974"
[1] "which not converged: "
                Rhat
use[16,107] 1.100909
use[7,34]   1.113530
phi         1.117673
use[5,6]    1.119745
use[10,5]   1.119831
use[10,121] 1.120249
use[2,67]   1.121615
use[10,59]  1.130360
mu[16,62]   1.139479
mu[5,87]    1.140986
mu[13,122]  1.141103
mu[2,39]    1.141256
mu[12,117]  1.141909
mu[1,86]    1.142658
mu[2,85]    1.142914
mu[11,50]   1.143127
mu[15,19]   1.143471
mu[8,70]    1.143762
mu[10,89]   1.143921
mu[2,5]     1.143967
mu[6,82]    1.144695
mu[3,112]   1.144828
mu[1,46]    1.144835
mu[9,115]   1.144836
mu[9,12]    1.144852
mu[7,25]    1.145081
mu[10,32]   1.145141
mu[15,124]  1.145280
mu[13,16]   1.145855
mu[7,95]    1.145875
mu[15,51]   1.145977
mu[16,102]  1.145991
mu[5,13]    1.146120
mu[10,7]    1.146338
mu[16,100]  1.146447
mu[3,5]     1.146523
mu[15,69]   1.146795
mu[3,92]    1.146815
mu[9,14]    1.147030
mu[14,19]   1.147038
mu[1,96]    1.147079
mu[16,120]  1.147098
mu[14,5]    1.147215
mu[2,103]   1.147231
mu[13,15]   1.147246
mu[2,19]    1.147358
mu[7,18]    1.147461
mu[14,57]   1.147477
mu[1,117]   1.147493
mu[1,99]    1.147511
mu[5,33]    1.147558
mu[4,117]   1.147568
mu[5,101]   1.147609
mu[6,71]    1.147726
mu[1,38]    1.147790
mu[7,70]    1.147794
mu[8,26]    1.147794
mu[5,63]    1.147829
use[11,101] 1.147847
mu[11,1]    1.147895
mu[11,121]  1.147897
mu[15,18]   1.147915
mu[13,19]   1.147926
mu[10,71]   1.147957
mu[9,57]    1.148001
mu[6,56]    1.148022
mu[7,32]    1.148092
mu[10,24]   1.148109
mu[3,14]    1.148131
mu[6,5]     1.148156
mu[13,115]  1.148177
mu[4,45]    1.148180
mu[1,74]    1.148200
mu[10,58]   1.148216
mu[4,41]    1.148219
mu[1,76]    1.148261
mu[6,77]    1.148304
mu[15,31]   1.148327
mu[5,40]    1.148331
mu[12,86]   1.148421
mu[2,96]    1.148461
mu[12,21]   1.148467
mu[14,81]   1.148490
mu[16,64]   1.148499
mu[13,5]    1.148510
mu[16,73]   1.148516
mu[6,68]    1.148574
mu[1,85]    1.148612
mu[9,18]    1.148639
mu[11,122]  1.148640
mu[15,91]   1.148686
mu[5,32]    1.148690
mu[14,4]    1.148721
mu[5,123]   1.148728
mu[4,124]   1.148736
mu[1,71]    1.148740
mu[15,123]  1.148773
mu[7,31]    1.148779
mu[2,51]    1.148785
mu[11,120]  1.148879
mu[15,37]   1.148938
mu[15,43]   1.148947
mu[10,30]   1.148990
mu[10,79]   1.149005
mu[10,97]   1.149008
mu[12,120]  1.149022
mu[7,63]    1.149040
mu[9,86]    1.149069
mu[11,49]   1.149100
mu[10,31]   1.149139
mu[4,15]    1.149253
mu[3,109]   1.149283
mu[6,8]     1.149283
mu[9,6]     1.149352
mu[13,121]  1.149411
mu[10,64]   1.149448
mu[6,51]    1.149455
mu[5,75]    1.149470
mu[3,59]    1.149530
mu[15,66]   1.149603
mu[1,119]   1.149634
mu[7,93]    1.149659
mu[13,113]  1.149659
mu[4,90]    1.149719
mu[11,123]  1.149738
mu[4,118]   1.149796
mu[12,79]   1.149820
mu[15,118]  1.149886
mu[11,115]  1.149929
mu[8,87]    1.149944
mu[4,84]    1.149967
mu[14,29]   1.149977
mu[15,28]   1.150076
mu[4,3]     1.150078
mu[8,83]    1.150103
mu[9,118]   1.150108
mu[13,106]  1.150188
mu[8,73]    1.150189
mu[16,24]   1.150201
mu[13,64]   1.150225
mu[4,72]    1.150240
mu[12,23]   1.150259
mu[15,41]   1.150310
mu[15,61]   1.150362
mu[12,4]    1.150388
mu[14,10]   1.150460
mu[14,110]  1.150514
mu[16,68]   1.150598
mu[4,101]   1.150641
mu[14,63]   1.150661
mu[10,40]   1.150697
mu[8,8]     1.150712
mu[13,75]   1.150713
mu[7,113]   1.150726
mu[12,85]   1.150790
mu[3,86]    1.150820
mu[8,79]    1.150832
mu[4,5]     1.150859
mu[2,33]    1.150897
mu[12,40]   1.150925
mu[9,51]    1.150936
mu[16,51]   1.150947
mu[4,58]    1.150953
mu[8,100]   1.150963
mu[14,56]   1.150981
mu[16,75]   1.151064
mu[12,67]   1.151066
mu[5,29]    1.151067
mu[10,121]  1.151093
mu[9,122]   1.151149
mu[10,113]  1.151172
mu[10,72]   1.151177
mu[7,47]    1.151187
