"","newID","Source","Location","GPS","Host.Species","Aliquot","Infection.Type","Slaughter.Year","Slaughter.Month","Slaughter.Day","Sex","Age.months","Age.class","Breed","Domestic","Previous.Treatment","Shared.Grazing","Ruminant","Feeder","GPSlevel","year","month","DailyMaxTemp","DailyMinTemp","Precipitation","DailyWindSpeed","DailyMeanTemp"
"3118","Sh88","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"November",22,NA,NA,NA,"Merino",TRUE,"7 months",FALSE,TRUE,"Grazer",25,1983,11,23.799,13.33,0.546,5.118,18.5645
"3130","Sh89","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"November",22,NA,NA,NA,"Merino",TRUE,"7 months",FALSE,TRUE,"Grazer",25,1983,11,23.799,13.33,0.546,5.118,18.5645
"3142","Sh9","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1982,"June",9,NA,NA,NA,"Merino",TRUE,"None",FALSE,TRUE,"Grazer",25,1982,6,17.3320000000001,7.34500000000003,3.097,5.107,12.3385
"3154","Sh90","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"November",22,NA,NA,NA,"Merino",TRUE,"7 months",FALSE,TRUE,"Grazer",25,1983,11,23.799,13.33,0.546,5.118,18.5645
"3166","Sh91","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"December",9,NA,NA,NA,"Merino",TRUE,"8 months",FALSE,TRUE,"Grazer",25,1983,12,26.257,14.676,0.669,4.862,20.4665
"3178","Sh92","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"December",9,NA,NA,NA,"Merino",TRUE,"8 months",FALSE,TRUE,"Grazer",25,1983,12,26.257,14.676,0.669,4.862,20.4665
"3190","Sh93","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"December",9,NA,NA,NA,"Merino",TRUE,"8 months",FALSE,TRUE,"Grazer",25,1983,12,26.257,14.676,0.669,4.862,20.4665
"3202","Sh94","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1983,"December",9,NA,NA,NA,"Merino",TRUE,"8 months",FALSE,TRUE,"Grazer",25,1983,12,26.257,14.676,0.669,4.862,20.4665
"3214","Sh95","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1984,"March",6,NA,NA,NA,"Merino",TRUE,"11 months",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3226","Sh96","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1984,"March",6,NA,NA,NA,"Merino",TRUE,"11 months",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3238","Sh97","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1984,"March",6,NA,NA,NA,"Merino",TRUE,"11 months",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3250","Sh98","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1984,"March",6,NA,NA,NA,"Merino",TRUE,"11 months",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3262","Sh99","Reinecke1987","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Natural",1984,"March",6,NA,NA,NA,"Merino",TRUE,"11 months",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3274","ShT1","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"January",17,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,1,28.237,15.224,0.487,5.086,21.7305
"3288","ShT10","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"March",12,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3302","ShT100","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"November",19,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,11,25.803,15.147,0.545,5.668,20.475
"3316","ShT11","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"March",12,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3330","ShT12","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"March",12,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,3,27.333,14.677,0.978,5.197,21.005
"3344","ShT13","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"April",10,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,4,25.136,11.718,1.107,3.808,18.427
"3358","ShT14","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"April",10,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,4,25.136,11.718,1.107,3.808,18.427
"3372","ShT15","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"April",10,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,4,25.136,11.718,1.107,3.808,18.427
"3386","ShT16","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"April",10,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,4,25.136,11.718,1.107,3.808,18.427
"3400","ShT17","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"May",8,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,5,18.965,9.77800000000002,6.293,5.526,14.3715
"3414","ShT18","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"May",8,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,5,18.965,9.77800000000002,6.293,5.526,14.3715
"3428","ShT19","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"May",8,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,5,18.965,9.77800000000002,6.293,5.526,14.3715
"3442","ShT2","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"January",17,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,1,28.237,15.224,0.487,5.086,21.7305
"3456","ShT20","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"May",8,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,5,18.965,9.77800000000002,6.293,5.526,14.3715
"3470","ShT21","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"June",6,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,6,18.836,8.267,1.605,5.281,13.5515
"3484","ShT22","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"June",6,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,6,18.836,8.267,1.605,5.281,13.5515
"3498","ShT23","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"June",6,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,6,18.836,8.267,1.605,5.281,13.5515
"3512","ShT24","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"June",6,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,6,18.836,8.267,1.605,5.281,13.5515
"3526","ShT25","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",3,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3540","ShT26","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",3,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3554","ShT27","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",3,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3568","ShT28","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",3,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3582","ShT29","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",31,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3596","ShT3","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"January",17,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,1,28.237,15.224,0.487,5.086,21.7305
"3610","ShT30","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",31,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3624","ShT31","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",31,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3638","ShT32","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"July",31,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,7,17.806,7.48099999999999,2.561,5.737,12.6435
"3652","ShT33","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"August",28,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,8,18.256,7.71800000000002,0.837,4.927,12.987
"3666","ShT34","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"August",28,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,8,18.256,7.71800000000002,0.837,4.927,12.987
"3680","ShT35","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"August",28,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,8,18.256,7.71800000000002,0.837,4.927,12.987
"3694","ShT36","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"August",28,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,8,18.256,7.71800000000002,0.837,4.927,12.987
"3708","ShT37","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"September",25,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,9,19.713,8.66300000000001,3.45,5.524,14.188
"3722","ShT38","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"September",25,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,9,19.713,8.66300000000001,3.45,5.524,14.188
"3736","ShT39","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"September",25,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,9,19.713,8.66300000000001,3.45,5.524,14.188
"3750","ShT4","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"January",17,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,1,28.237,15.224,0.487,5.086,21.7305
"3764","ShT40","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"September",25,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,9,19.713,8.66300000000001,3.45,5.524,14.188
"3778","ShT41","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"October",23,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,10,21.182,10.532,2.423,5.687,15.857
"3792","ShT42","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"October",23,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,10,21.182,10.532,2.423,5.687,15.857
"3806","ShT43","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"October",23,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,10,21.182,10.532,2.423,5.687,15.857
"3820","ShT44","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"October",23,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,10,21.182,10.532,2.423,5.687,15.857
"3834","ShT45","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"November",20,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,11,25.492,13.473,0.089,5.677,19.4825
"3848","ShT46","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"November",20,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,11,25.492,13.473,0.089,5.677,19.4825
"3862","ShT47","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"November",20,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,11,25.492,13.473,0.089,5.677,19.4825
"3876","ShT48","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"November",20,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,11,25.492,13.473,0.089,5.677,19.4825
"3890","ShT49","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"December",18,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,12,24.66,13.491,2.086,5.346,19.0755
"3904","ShT5","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"February ",14,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,NA,NA,NA,NA,NA,NA
"3918","ShT50","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"December",18,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,12,24.66,13.491,2.086,5.346,19.0755
"3932","ShT51","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"December",18,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,12,24.66,13.491,2.086,5.346,19.0755
"3946","ShT52","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"December",18,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,12,24.66,13.491,2.086,5.346,19.0755
"3960","ShT53","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"January",15,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,1,27.446,15.684,1.19,5.578,21.565
"3974","ShT54","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"January",15,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,1,27.446,15.684,1.19,5.578,21.565
"3988","ShT55","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"January",15,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,1,27.446,15.684,1.19,5.578,21.565
"4002","ShT56","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"January",15,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,1,27.446,15.684,1.19,5.578,21.565
"4016","ShT57","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"February ",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,NA,NA,NA,NA,NA,NA
"4030","ShT58","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"February ",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,NA,NA,NA,NA,NA,NA
"4044","ShT59","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"February ",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,NA,NA,NA,NA,NA,NA
"4058","ShT6","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"February ",14,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,NA,NA,NA,NA,NA,NA
"4072","ShT60","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"February ",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,NA,NA,NA,NA,NA,NA
"4086","ShT61","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"March",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,3,25.321,13.671,2.509,5.203,19.496
"4100","ShT62","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"March",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,3,25.321,13.671,2.509,5.203,19.496
"4114","ShT63","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"March",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,3,25.321,13.671,2.509,5.203,19.496
"4128","ShT64","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"March",12,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,3,25.321,13.671,2.509,5.203,19.496
"4142","ShT65","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"April",19,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,4,23.99,11.834,1.885,4.995,17.912
"4156","ShT66","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"April",19,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,4,23.99,11.834,1.885,4.995,17.912
"4170","ShT67","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"April",19,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,4,23.99,11.834,1.885,4.995,17.912
"4184","ShT68","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"April",19,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,4,23.99,11.834,1.885,4.995,17.912
"4198","ShT69","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"May",7,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,5,21.857,9.226,0.913,4.451,15.5415
"4212","ShT7","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"February ",14,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,NA,NA,NA,NA,NA,NA
"4226","ShT70","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"May",7,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,5,21.857,9.226,0.913,4.451,15.5415
"4240","ShT71","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"May",7,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,5,21.857,9.226,0.913,4.451,15.5415
"4254","ShT72","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"May",7,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,5,21.857,9.226,0.913,4.451,15.5415
"4268","ShT73","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"June",4,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,6,18.599,8.73700000000002,2.445,4.946,13.668
"4282","ShT74","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"June",4,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,6,18.599,8.73700000000002,2.445,4.946,13.668
"4296","ShT75","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"June",4,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,6,18.599,8.73700000000002,2.445,4.946,13.668
"4310","ShT76","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"June",4,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,6,18.599,8.73700000000002,2.445,4.946,13.668
"4324","ShT77","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",2,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
"4338","ShT78","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",2,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
"4352","ShT79","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",2,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
"4366","ShT8","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1984,"February ",14,NA,NA,NA,"Merino",TRUE,"4 weeks",FALSE,TRUE,"Grazer",25,1984,NA,NA,NA,NA,NA,NA
"4380","ShT80","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",2,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
"4394","ShT81","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",30,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
"4408","ShT82","Reinecke1989","Western Cape, South Africa","33°51' S 18°50' E","Sheep","1/10th plus rest macroscopically examined","Tracer",1985,"July",30,NA,NA,NA,"Merino",TRUE,"8 weeks",FALSE,TRUE,"Grazer",25,1985,7,17.047,6.50300000000004,5.992,4.375,11.775
