"","newID","Source","Location","GPS","Host.Species","Aliquot","Infection.Type","Slaughter.Year","Slaughter.Month","Slaughter.Day","Sex","Age.months","Age.class","Breed","Domestic","Previous.Treatment","Shared.Grazing","Ruminant","Feeder","GPSlevel","year","month","DailyMaxTemp","DailyMinTemp","Precipitation","DailyWindSpeed","DailyMeanTemp"
"268","BWB1","VanWyk2011","Limpopo, South Africa","23°10.086'S 28°05.189' E","Blue_wildebeest","aliquots depending on volume","Natural",2006,"July",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Grazer",6,2006,7,27.37,8.58200000000005,0.008,1.877,17.976
"11199","VWB1","VanWyk2011","Limpopo, South Africa","23°19.985'S 29°48.075' E","Blue_wildebeest","aliquots depending on volume","Natural",2007,"August",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Grazer",8,2007,8,24.167,8.24100000000004,0,2.192,16.204
"11204","VWB2","VanWyk2011","Limpopo, South Africa","23°19.985'S 29°48.075' E","Blue_wildebeest","aliquots depending on volume","Natural",2007,"August",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Grazer",8,2007,8,24.167,8.24100000000004,0,2.192,16.204
"11209","VWB3","VanWyk2011","Limpopo, South Africa","23°19.985'S 29°48.075' E","Blue_wildebeest","aliquots depending on volume","Natural",2007,"August",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Grazer",8,2007,8,24.167,8.24100000000004,0,2.192,16.204
"11214","Wi1","Boomker1986","Kalahari Gemsbok National Park, South Africa","24°30-25°47'S 20°-20°52' E","Blue_wildebeest","2/50th volume","Natural",1984,"October",NA,"M",NA,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",12,1984,10,32.063,14.545,0.389,2.439,23.304
"35","Bu1","Boomker1986","Kruger, South Africa","22°26'S 31°10' E","Bushbuck","2/50th volume","Natural",1981,"October",NA,"M",NA,"Prime adult",NA,FALSE,"None",TRUE,TRUE,"Browser",3,1981,10,28.408,16.645,1.545,3.086,22.5265
"46","Bu10","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1982,"November",NA,"F",NA,"Adult",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1982,11,30.593,17.605,1.186,3.42,24.099
"57","Bu11","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1982,"November",NA,"M",NA,"Adult",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1982,11,30.593,17.605,1.186,3.42,24.099
"68","Bu12","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1982,"November",NA,"M",NA,"Adult",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1982,11,30.593,17.605,1.186,3.42,24.099
"79","Bu2","Boomker1986","Kruger, South Africa","22°26'S 31°10' E","Bushbuck","2/50th volume","Natural",1981,"October",NA,"M",NA,"Old",NA,FALSE,"None",TRUE,TRUE,"Browser",3,1981,10,28.408,16.645,1.545,3.086,22.5265
"90","Bu3","Boomker1986","Kruger, South Africa","22°26'S 31°10' E","Bushbuck","2/50th volume","Natural",1981,"October",NA,"F",NA,"Young adult",NA,FALSE,"None",TRUE,TRUE,"Browser",3,1981,10,28.408,16.645,1.545,3.086,22.5265
"101","Bu4","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1979,"October",NA,"F",NA,"Adult",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1979,10,30.9690000000001,18.0940000000001,1.78,3.732,24.5315000000001
"112","Bu5","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1979,"October",NA,"M",NA,"Very old",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1979,10,30.9690000000001,18.0940000000001,1.78,3.732,24.5315000000001
"123","Bu6","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1980,"August",NA,"M",NA,"Yearling",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1980,8,27.625,11.675,0.526,2.825,19.65
"134","Bu7","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1980,"October",NA,"M",NA,"2 years",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1980,10,30.089,16.358,0.97,3.735,23.2235
"145","Bu8","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1982,"June",NA,"M",NA,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1982,6,27.64,8.928,0.045,2.117,18.284
"156","Bu9","Boomker1986","Kruger, South Africa","24°58'S 31°35' E","Bushbuck","2/50th volume","Natural",1982,"June",NA,"M",NA,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Browser",13,1982,6,27.64,8.928,0.045,2.117,18.284
"251","BuN1","Boomker1984","Natal, South Africa","28°14'S 32°25' E","Bushbuck","2/50th volume","Natural",1983,"March",NA,"M",NA,"Prime adult",NA,FALSE,"None",TRUE,TRUE,"Browser",22,1983,3,31.259,20.334,1.59,3.821,25.7965
"259","BuN2","Boomker1984","Natal, South Africa","28°14'S 32°25' E","Bushbuck","2/50th volume","Natural",1983,"March",NA,"M",NA,"Old",NA,FALSE,"None",TRUE,TRUE,"Browser",22,1983,3,31.259,20.334,1.59,3.821,25.7965
"267","BuV1","VanWyk2011","Limpopo, South Africa","23°17.557'S 29°54.593' E","Bushbuck","aliquots depending on volume","Natural",2007,"August",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",7,2007,8,24.167,8.24100000000004,0,2.192,16.204
"167","Buf1","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",4,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"170","Buf10","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",96,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"173","Buf11","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",108,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"176","Buf12","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",180,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"179","Buf13","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",4,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"182","Buf14","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",4,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"185","Buf15","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",6,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"188","Buf16","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",6,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"191","Buf17","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",16,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"194","Buf18","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",18,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"197","Buf19","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",18,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"200","Buf2","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",12,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"203","Buf20","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",24,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"206","Buf21","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",36,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"209","Buf22","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",36,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"212","Buf23","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",48,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"215","Buf24","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",48,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"218","Buf25","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",72,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"221","Buf26","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",84,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"224","Buf27","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",96,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"227","Buf28","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"M",96,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"230","Buf3","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",20,"Juvenile",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"233","Buf4","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",24,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"236","Buf5","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",24,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"239","Buf6","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",36,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"242","Buf7","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",36,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"245","Buf8","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",84,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"248","Buf9","Taylor2013","Mpumalanga, South Africa","25°S 31° E","Cape_buffalo","1/20th","Natural",2005,"July",NA,"F",96,"Adult",NA,FALSE,"None",TRUE,TRUE,"Grazer",19,2005,7,23.425,5.28700000000003,0.309,2.476,14.356
"273","Ca1","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1995,"December",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1995,NA,NA,NA,NA,NA,NA
"281","Ca10","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"September",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"289","Ca11","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"October",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"297","Ca12","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"November",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"305","Ca2","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"January",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"313","Ca3","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"February",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"321","Ca4","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"March",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"329","Ca5","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"April",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"337","Ca6","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"May",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"345","Ca7","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"June",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"353","Ca8","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"July",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"361","Ca9","Dreyer1999","Free State, South Africa",NA,"Cattle","check refs?","Tracer",1996,"August",NA,NA,12,"Juvenile","Bonsmara",TRUE,"5-6 weeks",NA,TRUE,"Grazer",NA,1996,NA,NA,NA,NA,NA,NA
"369","CaH1","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"March",11,NA,14,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,3,26.424,15.761,3.03,1.893,21.0925
"377","CaH10","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"July",2,NA,18,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,7,22.024,4.86700000000002,0,2.28,13.4455
"385","CaH11","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"August",12,NA,19,"Juvenile",NA,TRUE,"6 weeks",TRUE,TRUE,"Grazer",10,1976,8,23.242,5.61700000000002,0,2.362,14.4295
"393","CaH12","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"September",9,NA,20,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,9,27.209,11.984,0.356,2.666,19.5965
"401","CaH13","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"September",9,NA,20,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,9,27.209,11.984,0.356,2.666,19.5965
"409","CaH14","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"October",7,NA,21,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,10,26.777,13.821,1.284,2.968,20.299
"417","CaH15","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"October",7,NA,21,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,10,26.777,13.821,1.284,2.968,20.299
"425","CaH16","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"November",4,NA,22,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,11,27.356,15.281,3.573,2.75,21.3185
"433","CaH17","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"November",4,NA,22,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,11,27.356,15.281,3.573,2.75,21.3185
"441","CaH18","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"December",1,NA,23,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,12,28.593,16.356,2.934,2.318,22.4745
"449","CaH19","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"December",1,NA,23,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,12,28.593,16.356,2.934,2.318,22.4745
"457","CaH2","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"March",11,NA,14,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,3,26.424,15.761,3.03,1.893,21.0925
"465","CaH20","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1977,"January",13,NA,24,"Juvenile",NA,TRUE,"6 weeks",TRUE,TRUE,"Grazer",10,1977,1,30.643,18.35,3.315,2.239,24.4965
"473","CaH21","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1977,"January",13,NA,24,"Juvenile",NA,TRUE,"6 weeks",TRUE,TRUE,"Grazer",10,1977,1,30.643,18.35,3.315,2.239,24.4965
"481","CaH22","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1977,"February",11,NA,25,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1977,2,28.976,17.276,1.657,2.331,23.126
"489","CaH23","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1977,"February",11,NA,25,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1977,2,28.976,17.276,1.657,2.331,23.126
"497","CaH3","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"April",8,NA,15,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,4,24.859,11.853,1.013,1.604,18.356
"505","CaH4","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"April",8,NA,15,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,4,24.859,11.853,1.013,1.604,18.356
"513","CaH5","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"May",6,NA,16,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,5,22.055,8.04900000000004,0.903,1.851,15.052
"521","CaH6","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"May",6,NA,16,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,5,22.055,8.04900000000004,0.903,1.851,15.052
"529","CaH7","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"June",3,NA,17,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,6,21.093,4.99900000000002,0,2.526,13.046
"537","CaH8","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"June",3,NA,17,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,6,21.093,4.99900000000002,0,2.526,13.046
"545","CaH9","Horak1978","Transvaal, South Africa","24°29'S 28°42' E","Cattle","1/5th of abomasum and small intestine and 2/5th of large intestine contents, all of rumen: total calculated","Tracer",1976,"July",2,NA,18,"Juvenile",NA,TRUE,"4 weeks",TRUE,TRUE,"Grazer",10,1976,7,22.024,4.86700000000002,0,2.28,13.4455
"553","CaHb1","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"April",13,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,4,24.9450000000001,11.626,1.59,2.151,18.2855
"556","CaHb10","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"October",8,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,10,24.923,12.817,4.983,3.115,18.87
"559","CaHb11","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"October",8,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,10,24.923,12.817,4.983,3.115,18.87
"562","CaHb12","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"November",5,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,11,28.567,14.629,3.138,2.722,21.598
"565","CaHb13","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"November",5,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,11,28.567,14.629,3.138,2.722,21.598
"568","CaHb14","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"December",3,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,12,27.942,15.917,4.878,2.504,21.9295
"571","CaHb15","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"December",3,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,12,27.942,15.917,4.878,2.504,21.9295
"574","CaHb16","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"January",8,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,1,29.857,17.264,3.446,2.29,23.5605
"577","CaHb17","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"January",8,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,1,29.857,17.264,3.446,2.29,23.5605
"580","CaHb18","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"February",9,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,2,27.888,16.088,3.151,2.045,21.988
"583","CaHb19","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"February",9,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,2,27.888,16.088,3.151,2.045,21.988
"586","CaHb2","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"May",14,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,5,22.234,7.44100000000003,1.681,2.215,14.8375
"589","CaHb20","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"March",19,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,3,29.088,14.563,1.084,2.105,21.8255
"592","CaHb21","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"March",19,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,3,29.088,14.563,1.084,2.105,21.8255
