[1] "not converged = 2162"
[1] "total params = 4238"
[1] "which not converged: "
[1] "missing data: 0.382506527415144"
                  Rhat
use[16,1]     1.105159
use[6,2]      1.105159
use[3,6]      1.105159
use[3,7]      1.105159
use[6,7]      1.105159
use[16,8]     1.105159
use[16,9]     1.105159
use[2,21]     1.105159
use[5,25]     1.105159
use[3,37]     1.105159
use[10,37]    1.105159
use[9,38]     1.105159
use[5,41]     1.105159
use[6,49]     1.105159
use[16,49]    1.105159
use[10,51]    1.105159
use[16,61]    1.105159
use[2,65]     1.105159
use[5,71]     1.105159
use[14,85]    1.105159
use[16,86]    1.105159
use[3,96]     1.105159
use[10,96]    1.105159
use[3,105]    1.105159
use[5,108]    1.105159
use[16,108]   1.105159
use[2,112]    1.105159
use[5,122]    1.105159
use[11,35]    1.105330
use[3,75]     1.105330
use[11,89]    1.105330
use[5,101]    1.105330
use[6,75]     1.105621
use[5,53]     1.105674
use[5,75]     1.106260
use[9,56]     1.108178
use[7,26]     1.109096
use[11,117]   1.109253
use[2,124]    1.109253
use[16,7]     1.111065
use[16,6]     1.116024
use[9,26]     1.116024
use[9,47]     1.116024
use[16,66]    1.116024
use[9,109]    1.116024
use[16,113]   1.116024
use[4,119]    1.116024
use[3,35]     1.122167
use[10,35]    1.129636
use[3,2]      1.133723
use[9,10]     1.133723
use[16,12]    1.133723
use[16,59]    1.133723
use[2,62]     1.133723
use[5,66]     1.133723
use[2,74]     1.133723
use[10,75]    1.133723
use[16,79]    1.133723
use[9,107]    1.133723
use[11,115]   1.133723
use[2,76]     1.134123
use[7,107]    1.134123
use[2,34]     1.151568
use[16,2]     1.165939
use[16,25]    1.165939
use[2,50]     1.165939
use[6,51]     1.165939
use[2,79]     1.165939
use[5,96]     1.165939
use[2,123]    1.165939
use[2,1]      1.166717
use[5,37]     1.166717
use[2,29]     1.189187
use[9,43]     1.189187
use[7,94]     1.189187
use[9,106]    1.189187
use[14,40]    1.205915
use[3,53]     1.205915
use[10,2]     1.290904
use[2,3]      1.290904
use[3,5]      1.290904
use[5,5]      1.290904
use[10,5]     1.290904
use[10,7]     1.290904
use[2,9]      1.290904
use[2,11]     1.290904
use[3,12]     1.290904
use[2,13]     1.290904
use[6,15]     1.290904
use[10,15]    1.290904
use[2,16]     1.290904
use[5,18]     1.290904
use[3,19]     1.290904
use[5,19]     1.290904
use[16,19]    1.290904
use[16,20]    1.290904
use[16,21]    1.290904
use[2,24]     1.290904
use[2,27]     1.290904
use[3,32]     1.290904
use[2,33]     1.290904
use[5,34]     1.290904
use[14,35]    1.290904
use[2,36]     1.290904
use[2,38]     1.290904
use[6,39]     1.290904
use[2,42]     1.290904
use[16,42]    1.290904
use[16,45]    1.290904
use[4,48]     1.290904
use[14,48]    1.290904
use[10,49]    1.290904
use[5,50]     1.290904
use[3,51]     1.290904
use[5,55]     1.290904
use[16,57]    1.290904
use[5,59]     1.290904
use[6,60]     1.290904
use[3,61]     1.290904
use[6,66]     1.290904
use[5,67]     1.290904
use[16,68]    1.290904
use[2,69]     1.290904
use[16,69]    1.290904
use[5,70]     1.290904
use[16,70]    1.290904
use[6,71]     1.290904
use[10,71]    1.290904
use[5,72]     1.290904
use[5,74]     1.290904
use[5,76]     1.290904
use[10,76]    1.290904
use[16,76]    1.290904
use[5,77]     1.290904
use[16,77]    1.290904
use[16,80]    1.290904
use[3,81]     1.290904
use[2,82]     1.290904
use[5,86]     1.290904
use[4,87]     1.290904
use[4,89]     1.290904
use[2,90]     1.290904
use[9,94]     1.290904
use[9,98]     1.290904
use[3,99]     1.290904
use[16,99]    1.290904
use[2,102]    1.290904
use[16,103]   1.290904
use[2,106]    1.290904
use[5,110]    1.290904
use[6,111]    1.290904
use[3,113]    1.290904
use[6,113]    1.290904
use[10,113]   1.290904
use[5,114]    1.290904
use[14,115]   1.290904
use[4,117]    1.290904
use[2,120]    1.290904
use[5,120]    1.290904
use[16,120]   1.290904
use[2,121]    1.290904
use[2,8]      1.291460
use[2,14]     1.291460
use[3,49]     1.291460
use[2,56]     1.291460
use[2,58]     1.291460
use[2,60]     1.291460
use[2,63]     1.291460
use[2,68]     1.291460
use[13,73]    1.291460
use[2,80]     1.291460
use[3,31]     1.292018
use[2,64]     1.292018
use[2,108]    1.292018
use[2,71]     1.292577
use[11,87]    1.292577
alpha[8,116]  1.549512
alpha[15,116] 1.566537
alpha[8,4]    1.570266
alpha[12,119] 1.574452
alpha[12,73]  1.579919
alpha[15,4]   1.588614
alpha[1,116]  1.594459
alpha[8,104]  1.600810
alpha[16,116] 1.601655
alpha[12,116] 1.603986
alpha[12,92]  1.604400
alpha[15,115] 1.604592
alpha[15,52]  1.607025
alpha[12,115] 1.608893
alpha[12,87]  1.611875
alpha[8,85]   1.612009
alpha[8,2]    1.613393
alpha[8,105]  1.616210
alpha[12,93]  1.617068
alpha[2,116]  1.617888
alpha[12,91]  1.618964
alpha[8,77]   1.620217
alpha[15,85]  1.622774
alpha[9,116]  1.623306
alpha[1,4]    1.623413
alpha[12,85]  1.623533
alpha[6,20]   1.624016
alpha[7,73]   1.624642
alpha[5,11]   1.626421
alpha[12,2]   1.628618
alpha[12,49]  1.628994
alpha[1,73]   1.629799
alpha[12,117] 1.631045
alpha[12,52]  1.631908
alpha[8,89]   1.632171
alpha[8,115]  1.632449
alpha[11,10]  1.633397
alpha[1,85]   1.635526
alpha[12,48]  1.635687
alpha[12,25]  1.635961
alpha[11,109] 1.636486
alpha[13,6]   1.636787
alpha[12,118] 1.637841
alpha[14,1]   1.638119
alpha[8,86]   1.638196
alpha[1,57]   1.638854
alpha[8,40]   1.638985
alpha[16,24]  1.646613
alpha[8,99]   1.646706
alpha[8,25]   1.646826
alpha[5,58]   1.647296
alpha[8,87]   1.647595
alpha[14,74]  1.647826
alpha[10,53]  1.648013
alpha[15,66]  1.648251
alpha[2,4]    1.648323
alpha[10,104] 1.648391
alpha[3,116]  1.648396
alpha[14,3]   1.649085
alpha[8,31]   1.649121
alpha[13,118] 1.650294
alpha[8,71]   1.651552
alpha[11,75]  1.652069
alpha[15,91]  1.652582
alpha[7,116]  1.652658
alpha[9,73]   1.653283
alpha[8,95]   1.653742
alpha[1,117]  1.654390
alpha[12,62]  1.654940
alpha[10,32]  1.655087
alpha[14,90]  1.655821
alpha[12,7]   1.656034
alpha[8,91]   1.656772
alpha[12,54]  1.657149
alpha[10,42]  1.657878
alpha[14,107] 1.658235
alpha[15,31]  1.658285
alpha[12,3]   1.658363
alpha[12,99]  1.658496
alpha[7,4]    1.658705
alpha[4,13]   1.658764
alpha[1,108]  1.659156
alpha[15,117] 1.659762
alpha[8,52]   1.660225
alpha[12,111] 1.660347
alpha[6,34]   1.660615
alpha[12,96]  1.661466
alpha[14,11]  1.661755
alpha[10,25]  1.661963
alpha[15,84]  1.662375
alpha[12,101] 1.662488
alpha[7,97]   1.662658
alpha[12,100] 1.662668
alpha[16,22]  1.663202
alpha[12,89]  1.663211
alpha[3,4]    1.663817
alpha[12,37]  1.664679
alpha[6,24]   1.664691
alpha[7,91]   1.664781
alpha[16,34]  1.665196
alpha[10,31]  1.665267
alpha[15,104] 1.665671
alpha[15,79]  1.665904
alpha[16,29]  1.666803
alpha[10,46]  1.666864
alpha[10,93]  1.667094
alpha[7,52]   1.668004
alpha[6,102]  1.668316
alpha[6,116]  1.668357
alpha[2,61]   1.668867
alpha[8,36]   1.668935
alpha[12,84]  1.669168
alpha[13,111] 1.669213
alpha[4,107]  1.669248
alpha[12,63]  1.669306
alpha[12,105] 1.669400
alpha[4,115]  1.669415
alpha[12,15]  1.669735
alpha[13,75]  1.669745
alpha[10,34]  1.669816
alpha[16,41]  1.670420
alpha[1,8]    1.670694
alpha[6,80]   1.671630
alpha[10,122] 1.672144
alpha[15,100] 1.672323
alpha[15,40]  1.672380
alpha[12,86]  1.672534
alpha[16,38]  1.672604
alpha[14,65]  1.673010
alpha[6,73]   1.673319
alpha[1,92]   1.673585
alpha[6,26]   1.673987
alpha[8,81]   1.674311
alpha[12,70]  1.674514
alpha[8,7]    1.674618
alpha[15,35]  1.675024
alpha[6,19]   1.675194
alpha[14,109] 1.675506
alpha[9,4]    1.676243
alpha[8,41]   1.676822
alpha[8,14]   1.676958
alpha[5,12]   1.677161
alpha[15,39]  1.677638
alpha[8,82]   1.678171
alpha[6,55]   1.678235
alpha[2,78]   1.678314
alpha[8,100]  1.678720
alpha[10,116] 1.678750
alpha[12,50]  1.679996
alpha[1,58]   1.680559
alpha[7,112]  1.681180
alpha[4,116]  1.681186
alpha[8,30]   1.681460
alpha[13,106] 1.681549
alpha[12,13]  1.681583
alpha[15,106] 1.681714
alpha[6,100]  1.681891
alpha[12,114] 1.682349
alpha[10,86]  1.682456
alpha[6,31]   1.682838
alpha[7,1]    1.682870
alpha[6,88]   1.682911
alpha[8,96]   1.683174
alpha[4,76]   1.683282
alpha[6,37]   1.683313
alpha[16,122] 1.683337
alpha[6,47]   1.683391
alpha[14,67]  1.683469
alpha[14,79]  1.683631
alpha[14,57]  1.684153
alpha[9,40]   1.684247
alpha[8,73]   1.684473
alpha[6,48]   1.684709
alpha[6,35]   1.684726
alpha[8,117]  1.684786
alpha[15,105] 1.684936
alpha[16,56]  1.684949
alpha[8,5]    1.685013
alpha[6,89]   1.685192
alpha[8,48]   1.685200
alpha[15,89]  1.685217
alpha[15,87]  1.685328
alpha[9,39]   1.685531
alpha[8,6]    1.686241
